product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0001,医療機器製品_001,医療機器,FG,99704.03,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0002,医療機器製品_002,医療機器,FG,58267.53,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0003,産業機器製品_003,産業機器,FG,72308.71,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0004,自動車部品製品_004,自動車部品,FG,137252.49,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0005,医療機器製品_005,医療機器,FG,107752.15,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0006,産業機器製品_006,産業機器,FG,48001.09,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0007,産業機器製品_007,産業機器,FG,6498.98,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0008,家電製品_008,家電,FG,154633.16,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0009,自動車部品製品_009,自動車部品,FG,68983.86,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0010,医療機器製品_010,医療機器,FG,150667.75,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0061,医療機器製品_061,医療機器,FG,42441.02,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0062,家電製品_062,家電,FG,20047.19,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0063,産業機器製品_063,産業機器,FG,134076.2,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0064,家電製品_064,家電,FG,121463.06,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0065,家電製品_065,家電,FG,40264.96,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0066,家電製品_066,家電,FG,145630.68,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0067,医療機器製品_067,医療機器,FG,76038.39,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0068,家電製品_068,家電,FG,194069.78,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0069,自動車部品製品_069,自動車部品,FG,151716.28,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0070,家電製品_070,家電,FG,109132.17,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0011,家電製品_011,家電,FG,79140.45,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0012,家電製品_012,家電,FG,102551.16,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0013,自動車部品製品_013,自動車部品,FG,19054.72,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0014,産業機器製品_014,産業機器,FG,90062.82,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0015,産業機器製品_015,産業機器,FG,173111.45,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0016,医療機器製品_016,医療機器,FG,116812.94,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0017,医療機器製品_017,医療機器,FG,61455.47,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0018,産業機器製品_018,産業機器,FG,193408.94,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0019,医療機器製品_019,医療機器,FG,167245.05,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0020,産業機器製品_020,産業機器,FG,90158.8,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0021,家電製品_021,家電,FG,89956.92,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0022,産業機器製品_022,産業機器,FG,82174.51,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0023,自動車部品製品_023,自動車部品,FG,48206.55,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0024,産業機器製品_024,産業機器,FG,104544.24,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0025,家電製品_025,家電,FG,181654.93,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0026,自動車部品製品_026,自動車部品,FG,146838.93,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0027,家電製品_027,家電,FG,51072.43,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0028,自動車部品製品_028,自動車部品,FG,43468,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0029,家電製品_029,家電,FG,153241.98,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0030,産業機器製品_030,産業機器,FG,39543.5,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0041,産業機器製品_041,産業機器,FG,92698.07,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0042,家電製品_042,家電,FG,67697.72,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0043,家電製品_043,家電,FG,191755.86,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0044,産業機器製品_044,産業機器,FG,163138.53,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0045,産業機器製品_045,産業機器,FG,103387.06,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0046,産業機器製品_046,産業機器,FG,53310.03,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0047,医療機器製品_047,医療機器,FG,107193.37,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0048,家電製品_048,家電,FG,75960.1,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0049,医療機器製品_049,医療機器,FG,84710.03,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0050,産業機器製品_050,産業機器,FG,158899.25,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0051,自動車部品製品_051,自動車部品,FG,17852.81,主力
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0052,医療機器製品_052,医療機器,FG,60408.66,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0053,家電製品_053,家電,FG,70005.6,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0054,家電製品_054,家電,FG,183765.56,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0055,医療機器製品_055,医療機器,FG,30145.57,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0056,産業機器製品_056,産業機器,FG,65368.47,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0057,自動車部品製品_057,自動車部品,FG,163571.03,型落ち
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0058,産業機器製品_058,産業機器,FG,130974.84,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0059,自動車部品製品_059,自動車部品,FG,8554.95,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------

FG-0060,家電製品_060,家電,FG,190478.02,通常
product_id,product_name,product_family,product_type,unit_price_excl_tax,product_status
----------,------------,--------------,------------,-------------------,--------------


Statement ID: {FDB5F865-F8BA-4AB3-967E-CDA30AC276E6} | Query hash: 0xFE248E4A83D4E750 | Distributed request ID: {11AE0957-E473-4D11-9F97-C66BDBE7FB72}
