S-0009,サプライヤー_009,タイ,B,45,2014-01-24
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0010,サプライヤー_010,米国,C,14,2016-02-18
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0011,サプライヤー_011,ベトナム,C,46,2023-06-19
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0012,サプライヤー_012,韓国,C,11,2010-11-08
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0013,サプライヤー_013,ベトナム,A,21,2023-02-13
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0014,サプライヤー_014,ベトナム,B,47,2023-06-06
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0043,サプライヤー_043,台湾,C,43,2019-08-08
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0044,サプライヤー_044,米国,B,19,2011-02-22
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0045,サプライヤー_045,ドイツ,B,34,2016-08-28
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0046,サプライヤー_046,日本,C,48,2020-02-02
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0047,サプライヤー_047,ドイツ,C,28,2022-02-08
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0048,サプライヤー_048,韓国,A,41,2017-03-14
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0049,サプライヤー_049,台湾,B,36,2013-02-15
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0029,サプライヤー_029,日本,C,53,2014-09-25
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0030,サプライヤー_030,台湾,C,13,2023-11-10
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0031,サプライヤー_031,韓国,A,30,2022-03-18
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0032,サプライヤー_032,日本,C,27,2017-01-04
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0033,サプライヤー_033,タイ,B,22,2010-04-19
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0034,サプライヤー_034,中国,A,53,2017-02-25
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0035,サプライヤー_035,台湾,A,49,2017-09-06
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0001,サプライヤー_001,中国,A,54,2014-04-08
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0002,サプライヤー_002,台湾,C,13,2020-12-18
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0003,サプライヤー_003,中国,C,34,2010-01-03
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0004,サプライヤー_004,韓国,A,39,2019-01-18
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0005,サプライヤー_005,韓国,C,48,2021-09-14
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0006,サプライヤー_006,韓国,B,44,2014-01-25
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0007,サプライヤー_007,台湾,C,34,2015-05-05
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0015,サプライヤー_015,タイ,B,20,2020-05-23
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0016,サプライヤー_016,中国,C,47,2012-09-24
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0017,サプライヤー_017,韓国,A,36,2016-05-21
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0018,サプライヤー_018,韓国,C,27,2023-01-08
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0019,サプライヤー_019,日本,B,32,2014-02-07
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0020,サプライヤー_020,タイ,A,48,2017-07-21
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------

S-0021,サプライヤー_021,米国,A,23,2012-04-24
supplier_id,supplier_name,country,supplier_grade,standard_lead_time_days,contract_start_date
-----------,-------------,-------,--------------,-----------------------,-------------------


Statement ID: {1069D543-B875-4A7C-82C9-FE814FABB1E5} | Query hash: 0x6C91B4291C418B2A | Distributed request ID: {3F53C542-7272-44E4-881D-EF26BB52AD02}
